,author,title,description,url,urlToImage,publishedAt,content,source.name,category
342,,Kansas City Chiefs QB Patrick Mahomes leads Pro Bowl fan voting - NFL.com,"Kansas City quarterback ﻿Patrick Mahomes﻿, with 143,355 votes, leads all players in balloting for the 2021 Pro Bowl.",https://www.nfl.com/news/kansas-city-chiefs-qb-patrick-mahomes-leads-pro-bowl-fan-voting,https://static.www.nfl.com/image/private/t_editorial_landscape_12_desktop/league/f3xhogmfcaqqzncap2hf,2020-11-25T22:32:00Z,"Kansas City quarterback Patrick Mahomes, with 143,355 votes, leads all players in balloting for the 2021 Pro Bowl presented by Verizon.
Seattle quarterback Russell Wilson (139,839 votes) ranks secon",NFL News,sports
343,Steven M.  Sipple,Steven M. Sipple: Recruiting guru says NU's expectations should be akin to Boston College's - HuskerExtra.com,"Nebraska and Boston College both have to win recruiting battles on the road, primarily for three-star targets, says Mike Farrell of Rivals.com.",https://journalstar.com/sports/columnists/sipple/steven-m-sipple-recruiting-guru-says-nus-expectations-should-be-akin-to-boston-colleges/article_14076599-5e75-5f8c-89a6-573bc13189f3.html,https://bloximages.chicago2.vip.townnews.com/journalstar.com/content/tncms/assets/v3/editorial/c/5b/c5b22f83-9fd4-5fe7-bce0-0af3bf116902/5fb1b19e6f162.image.jpg?crop=1165%2C655%2C23%2C308&resize=1120%2C630&order=crop%2Cresize,2020-11-25T22:26:10Z,"This is where I defer completely to Farrell, if only because he's known as The Godfather of Football Recruiting. Who am I to argue?
""I mean, New England has a very small amount of legit tball pla",Lincoln Journal Star,sports
344,Steve Dewald,Derrick Jones Jr. Picked Trail Blazers Over Timberwolves & Kings - Blazer's Edge,"In an interview with The New York Times contributor Jonathan Abrams, Derrick Jones Jr. and his agent Aaron Turner detailed the decision process that unfolded at the start of free agency.",https://www.blazersedge.com/2020/11/25/21720682/trail-blazers-nba-free-agency-derrick-jones-jr-offers-timberwolves-kings,https://cdn.vox-cdn.com/thumbor/S6R9xM5VEKZs43NpLM0yG7zTtIA=/0x533:4692x2990/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/22122683/1195236964.jpg,2020-11-25T22:13:17Z,"The Trail Blazers emerged victorious from a three-way race in an effort to sign free agent forward Derrick Jones Jr. In an interview with The New York Times contributor Jonathan Abrams, Jones and his",Blazer's Edge,sports
345,Elliot Singh Denton,Colts Injury Report: QB Philip Rivers Headlines a Very Busy List - Stampede Blue,The Indianapolis Colts today released their Wednesday injury report for week 12 of the NFL season.   Wednesday&#39;s injury report for #TENvsIND. pic.twitter.com/nwELnL9H3B— Indianapolis Colts (@Colts)...,https://www.stampedeblue.com/2020/11/25/21720636/colts-injury-report-qb-philip-rivers-headlines-a-very-busy-list,https://cdn.vox-cdn.com/thumbor/tJLyILDsqZZvMhBIrxDCImuMORw=/0x0:4052x2121/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/22122632/1287532475.jpg,2020-11-25T22:10:39Z,"The Indianapolis Colts today released their Wednesday injury report for week 12 of the NFL season.
Safety Julian Blackmon and cornerback Rock Ya-Sin both missed practice today due to illness. Ya-Sin",Stampede Blue,sports
346,https://www.facebook.com/saltlaketribune,"Derrick Favors, on his return to the Utah Jazz: 'It feels like home' - Salt Lake Tribune","If it seemed like <a href=""https://www.sltrib.com/sports/jazz/2020/11/20/utah-jazz-open-free/"" target=_blank>Derrick Favors’ decision to rejoin the Utah Jazz</a> was a pretty instantaneous one after free agency opened up this past Friday, well, that’s just no…",https://www.sltrib.com/sports/jazz/2020/11/25/derrick-favors-his-return/,https://www.sltrib.com/resizer/eWMs77UAtdjwPhfa3KXESNkgz6c=/1200x630/filters:quality(85)/cloudfront-us-east-1.images.arcpublishing.com/sltrib/RRCOXY5MDVDIBI2OIC2Q2XH2WU.jpg,2020-11-25T21:55:28Z,"If it seemed like Derrick Favors decision to rejoin the Utah Jazz was a pretty instantaneous one after free agency opened up this past Friday, well, thats just not accurate.
 He and his agent talked",Salt Lake Tribune,sports
347,,"Browns continue to roll with schedule changes, new obstacles in unique season - clevelandbrowns.com","2020 has been all about flexibility for the Browns, and that was needed again Wednesday",https://www.clevelandbrowns.com/news/browns-continue-to-roll-with-schedule-changes-new-obstacles-in-unique-season,https://static.clubs.nfl.com/image/private/t_editorial_landscape_12_desktop/browns/k6lkeuxqxnckoupssjqh,2020-11-25T21:50:37Z,"Nothing is being used as an excuse. As long as the offense can practice executing plays, they'll feel prepared for the next game. The virtual meetings have become the standard for 2020, and the Brown",clevelandbrowns.com,sports
348,Cameron DaSilva,49ers provided Aaron Donald with extra motivation ahead of rematch - Rams Wire,The 49ers’ “little chatter” has Aaron Donald fired up heading into Sunday’s game.,https://theramswire.usatoday.com/2020/11/25/rams-49ers-aaron-donald-motivation-week-12/,https://theramswire.usatoday.com/wp-content/uploads/sites/64/2020/09/USATSI_15000620.jpg?w=1024&h=576&crop=1,2020-11-25T21:46:16Z,"When it comes to Aaron Donald, its best not to poke the bear.
The best defensive player in the NFL doesnt need any added motivation, but the 49ers provided him with some heading into Sundays Week 12",USA Today,sports
350,Sam Blitz,'He's the go-to guy': Joleon Lescott and Owen Hargreaves laud Phil Foden's display at Olympiacos - Daily Mail,Joleon Lescott and Owen Hargreaves heaped praise on Manchester City's Phil Foden after the midfielder scored the winner in his side's Champions League victory over Olympiacos on Wednesday night.,https://www.dailymail.co.uk/sport/tball/article-8987737/Hes-guy-Joleon-Lescott-Owen-Hargreaves-laud-Phil-Fodens-display-Olympiakos.html,https://i.dailymail.co.uk/1s/2020/11/25/22/36116736-0-image-a-92_1606343981537.jpg,2020-11-25T21:42:00Z,"Joleon Lescott and Owen Hargreaves heaped praise on Manchester City's Phil Foden after the midfielder scored the winner in his side's Champions League victory over Olympiacos. 
Foden scored a thumpi",Daily Mail,sports
352,Taylor Estes,Horns247 Staff Predictions: Texas vs. Iowa State - 247Sports,.,https://247sports.com/college/texas/Article/Texas-Longhorns-vs-Iowa-State-Cyclones-predictions-Big-12-title-implications-Sam-Ehlinger-Breece-Hall-Brock-Purdy-155378726/,"https://s3media.247sports.com/Uploads/Assets/218/821/8821218.jpg?fit=bounds&crop=1200:630,offset-y0.50&width=1200&height=630",2020-11-25T21:09:13Z,"Chip Brown
Iowa State is coming off one of its most impressive wins — 45-0 over a depleted Kansas State — and is having one of its most impressive conference seasons (6-1) since 1928.
The Cyclones ",247Sports,sports
353,Jeremy Reisman,"Lions injury report: Kenny Golladay OUT, D’Andre Swift questionable vs. Texans - prideofdetroit.com","The Lions will again be shorthanded on offense, but they may get one key player back.",https://www.prideofdetroit.com/2020/11/25/21720558/detroit-lions-injury-report-kenny-golladay-dandre-swift-questionable-vs-texans,https://cdn.vox-cdn.com/thumbor/iI8A0KiLaGRALUB19z9vJXEwKk0=/0x151:3300x1879/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/21973984/usa_today_15084400.jpg,2020-11-25T20:57:09Z,The Detroit Lions will continue to have a couple offensive weapons out of the lineup this week for the Thanksgiving Day classic against the Houston Texans. The team announced their final injury repor,Prideofdetroit.com,sports
354,Sam Gordon,AFC West: Chargers’ Anthony Lynn makes coaching change - Las Vegas Review-Journal,<p>Los Angeles Chargers coach Anthony Lynn announced the reassignment of special teams coordinator George Stewart on Wednesday amid a myriad of special teams woes.</p>,https://www.reviewjournal.com/post/2190824,https://www.reviewjournal.com/wp-content/uploads/2020/11/14508338_web1_WEB-Chargers-112520.jpg,2020-11-25T20:57:00Z,"Perhaps it was long overdue, but Los Angeles Chargers coach Anthony Lynn finally made a change.
Lynn announced the reassignment of special teams coordinator George Stewart on Wednesday amid a myriad",Las Vegas Review-Journal,sports
356,David Newton,QB Teddy Bridgewater's return for Panthers comes against former team; Christian McCaffrey not expected to play - ESPN,Carolina Panthers quarterback Teddy Bridgewater will return for Sunday's game at Minnesota.,https://www.espn.com/nfl/story/_/id/30388541/qb-teddy-bridgewater-return-panthers-comes-former-team-christian-mccaffrey-not-expected-play,https://a1.espncdn.com/combiner/i?img=%2Fphoto%2F2020%2F1115%2Fr776057_1296x729_16%2D9.jpg,2020-11-25T20:48:36Z,"CHARLOTTE, N.C. -- Carolina Panthers quarterback Teddy Bridgewater will return for Sunday's game at Minnesota, marking his first start against his former team since he suffered a horrific left knee i",ESPN,sports
357,James Rapien,"Watch: Giovani Bernard on the Bengals' Culture, Joe Burrow's Injury and Zac Taylor - Sports Illustrated",Gio Bernard is a believer in Zac Taylor,https://www.si.com/nfl/bengals/news/gio-bernard-bengals-culture-zac-taylor,https://www.si.com/.image/t_share/MTc3MDczNzI5NjAyMzMxNzkx/screen-shot-2020-11-25-at-32347-pm.png,2020-11-25T20:24:00Z,"CINCINNATI — Veteran running back Giovani Bernard discussed the Bengals' culture, Joe Burrow's injury, Zac Taylor and so much more. Watch his entire news conference at the top of this page. 
For mor",Sports Illustrated,sports
358,Bill Williamson,Raiders news; Linebacker Cory Littleton back to practice - Silver And Black Pride,"Clelin Ferrell, Lamarcus Joyner still out, though",https://www.silverandblackpride.com/2020/11/25/21720491/raider-linebacker-cory-littleton-return-practice,https://cdn.vox-cdn.com/thumbor/6YYw28k7L17Ck2Soxy08KB648dQ=/0x401:3693x2335/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/22036679/1282230839.jpg,2020-11-25T20:22:22Z,"The Las Vegas Raiders began to take activate players from the NFLs reserve/COVID-19 list Wednesday when linebacker Cory Littleton returned to practice, per the Las Vegas Review-Journal.
However, the",Silver And Black Pride,sports
359,Caroline Darney,"NCAAM: Hauser, Murphy shine as No. 4 Virginia dominates Towson, 89-54 - Streaking The Lawn",Oh. My. Goodness.,https://www.streakingthelawn.com/2020/11/25/21719594/ncaa-basketball-virginia-cavaliers-towson-tigers-recap-sam-hauser-trey-murphy,https://cdn.vox-cdn.com/thumbor/SLRWY70T55Pjp-isblhBms_qZ-4=/0x0:3000x1571/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/22122349/usa_today_15233042.jpg,2020-11-25T20:09:40Z,"We had to wait 258 days to see the Virginia Mens Basketball team in action, but it was well worth it as the Cavaliers opened the 2020-21 season in style. Virginia took down the Towson Tigers, 89-54, ",Streaking The Lawn,sports
360,Liz Mathews,Rookie TE Colby Parkinson to take on bigger role with Greg Olsen on IR - Seahawks Wire,Expect to see more of Seattle Seahawks tight end Colby Parkinson now that veteran starter Greg Olsen has been placed on injured reserve.,https://seahawkswire.usatoday.com/2020/11/25/seahawks-rookie-colby-parkinson-tight-end-rotation/,https://seahawkswire.usatoday.com/wp-content/uploads/sites/61/2020/04/usatsi_14105894.jpg?w=1024&h=576&crop=1,2020-11-25T19:49:36Z,"Every year, the NFL inducts new legends into the Pro Football Hall of Fame. For the 2021 class, the finalists were named on Tuesday. The class includes several first-time eligible icons such as quart",USA Today,sports
361,,"Texas State tball player dies after suffering gunshot wound during apparent drug deal, police say - CBS Sports","Sophomore Khambrail Winters was shot and killed, and two others have been charged in his death",https://www.cbssports.com/college-tball/news/texas-state-tball-player-dies-after-suffering-gunshot-wound-during-apparent-drug-deal-police-say/,https://sportshub.cbsistatic.com/i/r/2020/09/12/0ac722b9-d337-41a9-8ea0-d25b6e41a437/thumbnail/1200x675/9fdb505121ff840efca99002d19eeb22/texas-state.jpg,2020-11-25T19:28:00Z,"Texas State defensive back Khambrail Winters has died of a gunshot wound, San Marcos police confirmed on Wednesday. Meanwhile, two other people have been arrested and charged in his killing. 
Accord",CBS Sports,sports
362,Andrew Hughes,Boston Celtics: 2 potential Hayward-Hornets sign-and-trades - Hardwood Houdini,"We know that the Boston Celtics are losing Gordon Hayward in free agency to the Charlotte Hornets, but what will the eventual deal look like? The Houdini i...",https://hardwoodhoudini.com/2020/11/25/boston-celtics-hayward-hornets-trade/,"https://images2.minutemediacdn.com/image/fetch/w_2000,h_2000,c_fit/https%3A%2F%2Fhardwoodhoudini.com%2Fwp-content%2Fuploads%2Fgetty-images%2F2017%2F07%2F1059401458.jpeg",2020-11-25T19:24:00Z,"The Houdini is really struggling to process that Gordon Hayward is really gone. Since May of 2019, I have penned thousands upon thousands of words on why the Boston Celtics could have a higher ceilin",Hardwood Houdini,sports
363,,Steph says Dubs '100 percent' benefit from long layoff - Comcast SportsNet Bay Area,"A sports-radio staple is a question the Warriors will answer when the NBA season begins next month. Rest, or rust?",https://www.nbcsports.com/bayarea/warriors/steph-curry-says-warriors-100-percent-benefit-rest-season,https://www.nbcsports.com/sites/rsnunited/files/styles/metatags_opengraph/public/article/hero/curry_s_USATSI_14143077.jpg,2020-11-25T19:21:24Z,"A sports-radio staple is a question the Warriors will answer when the NBA season begins next month.
Rest, or rust?
Two hundred eighty-seven days will have passed between Golden State's last game (M",NBCSports.com,sports
364,Greg Joyce,Mike Tyson will get $10 million pay day for Roy Jones Jr. fight - New York Post ,"Mike Tyson has spent months preparing for his return to the ring and is set to be paid handsomely for it, regardless of the result. The 54-year-old boxing legend will earn $10 million for his fight…",https://nypost.com/2020/11/25/tyson-jones-mike-tyson-to-get-10-million-for-exhibition-bout/,https://nypost.com/wp-content/uploads/sites/2/2020/11/mike-tyson-1.jpg?quality=90&strip=all&w=1200,2020-11-25T18:21:00Z,"Mike Tyson has spent months preparing for his return to the ring and is set to be paid handsomely for it, regardless of the result.
The 54-year-old boxing legend will earn $10 million for his fight ",New York Post,sports
365,,"NFL playoff picture: Who's likely in and out, and what happens to teams like Ravens and Browns in the middle - CBS Sports","You can basically already put nine teams in the playoffs and 14 teams out, says Jason La Canfora",https://www.cbssports.com/nfl/news/nfl-playoff-picture-whos-likely-in-and-out-and-what-happens-to-teams-like-ravens-and-browns-in-the-middle/,https://sportshub.cbsistatic.com/i/r/2020/11/16/92b61785-94fc-4f24-9a8f-fa76b5ef4a43/thumbnail/1200x675/1960e34f1d8432c24929cede00807afe/1115-browns.jpg,2020-11-25T18:20:00Z,"Things are as murky as ever in the NFL as we head into the holiday season and the playoff stretch run. It is a jumbled mess of teams, and the expanded playoff field and daily rigors of juggling the C",CBS Sports,sports
366,Jonathan Sherman,Report: Bam Adebayo's extension doesn't close the door on Miami Heat landing Giannis... - Heat Nation,"The Miami Heat made major waves on Tuesday when they signed big man Bam Adebayo to a multiyear contract extension. Though the massive contract for Adebayo does complicate the Heat's plans of going after a star next summer, one NBA executive is still confident…",https://heatnation.com/rumors/bam-adebayo-miami-heat-a-chance-at-getting-giannis-antetokounmpo/,https://heatnation.com/wp-content/uploads/2020/03/gettyimages-1183643322-e1572135738494-615x400.jpg,2020-11-25T18:09:56Z,"The Miami Heat made major waves on Tuesday when they signed big man Bam Adebayo to a multiyear contract extension.
Though the massive contract for Adebayo does complicate the Heat’s plans of going a",Heat Nation,sports
367,Christopher Hall,West Virginia to Play No. 1 Gonzaga - Sports Illustrated,Mountaineers entering Jimmy V Classic,https://www.si.com/college/westvirginia/basketball/west-virginia-to-play-no-1-gonzaga,https://imageproxy.themaven.net/https%3A%2F%2Fimages.saymedia-content.com%2F.image%2FMTcwMDAyMzc0NjUwMjQyNDI1%2Fusatsi_13910136.jpg?w=1024&q=40&h=651&auto=format&fit=max,2020-11-25T17:40:00Z,"According to Jon Rothstein of CBS Sports, West Virginia is expected to replace Tennessee in the Jimmy V Classic and face No. 1 Gonzaga in Indianapolis. 
The Tennessee and Gonzaga matchup was initial",Sports Illustrated,sports
372,,Amazon cuts the price of its Fire HD Tablets in the run-up to Black Friday - Engadget,Amazon's super-cheap slates just got super-cheaper.,https://www.engadget.com/amazon-fire-hd-discount-deals-black-friday-2020-050542797.html,https://o.aolcdn.com/images/dims?resize=1200%2C630&crop=1200%2C630%2C0%2C0&quality=95&image_uri=https%3A%2F%2Fs.yimg.com%2Fos%2Fcreatr-uploaded-images%2F2020-11%2Fd376cb40-2e3e-11eb-b4fb-80507f67379a&client=amp-blogside-v2&signature=cde0175ffdd27836ce28b14cb035d1985fe121a4,2020-11-26T05:19:58Z,"The Fire HD 8 is an 8-inch touchscreen that has made a virtue out of thrift, packing tech from previous generations into an affordable package. You can grab it with 32GB or 64GB built-in storage, bot",Engadget,technology
373,"Matt Jancer, Gear Team","11 Best Black Friday Deals on Google Devices (2020): Pixel, Nest, Stadia - WIRED","Google has discounted its new Pixel phones for Black Friday, along with Nest speakers, Stadia, and other Google smart home devices.",https://www.wired.com/story/best-black-friday-google-deals-2020/,"https://media.wired.com/photos/5f888e1e033aa21518af44c2/191:100/w_1280,c_limit/Gear-Google-Pixel-5-SOURCE-Google.jpg",2020-11-26T04:00:00Z,"The Pixel 4A is a good deal if you want a solid phone, don't care (yet) about 5G network compatibility, and aren't in need of the Pixel 5's higher-end specs. In short, it's all the phone you really n",Wired,technology
374,Keshav Bhat,Activision granted patent that allows players to share Call of Duty loadouts - CharlieINTEL.com,"Activision has been granted a patent that the team filed in 2019 in references to sharing loadouts in a multiplayer video game via online social networks. The patent was granted to Activision officially on November 17, 2020. The inventor of the patent is: Dav…",https://charlieintel.com/activision-granted-patent-that-allows-players-to-share-call-of-duty-loadouts/66317/,https://charlieintel.com/wp-content/uploads/2020/05/activisionblizzard.0.jpeg,2020-11-26T01:51:44Z,Activision has been granted a patent that the team filed in 2019 in references to sharing loadouts in a multiplayer video game via online social networks. The patent was granted to Activision officia,CharlieINTEL.com,technology
375,Tyler Fischer,Apex Legends Adding Long Overdue Feature - ComicBook.com,"Apex Legends is adding a super handy gameplay feature, though it remains to be seen when exactly it will be added. Since the release of the free-to-play battle royale game on PS4, Xbox One, and PC, Apex Legends players have been asking for one quality-of-life…",https://comicbook.com/gaming/news/apex-legends-season-7-update-gameplay-feature/,https://media.comicbook.com/2020/02/apex-legends-octane-1207564-1280x0.jpeg,2020-11-26T01:37:00Z,"Apex Legends is adding a super handy gameplay feature, though it remains to be seen when exactly it will be added. Since the release of the free-to-play battle royale game on PS4, Xbox One, and PC, A",ComicBook.com,technology
376,Nintendo Life,"The Super Mario Bros. Game & Watch Can Now Run Pokémon, Zelda And More - Nintendo Life",DOOM was just the start,https://www.nintendolife.com/news/2020/11/the_super_mario_bros_game_and_watch_can_now_run_pokemon_zelda_and_more,https://images.nintendolife.com/2cf382eceef50/1280x720.jpg,2020-11-26T01:30:00Z,"Hackers have wasted no time with the Super Mario Bros. Game &amp; Watch - discovering its secrets before it was even officially released. Within just weeks, one talented individual known as 'stacksma",Nintendo Life,technology
377,Jenae Sitzes,Buy The PS5 Tonight: Walmart PS5 Restock At 9 PM ET - GameSpot,"The PS5 is out of stock at Walmart after a Black Friday restock this evening. Check the listings here; plus, here's when you can buy the PS5 next.",https://www.gamespot.com/articles/ps5-out-of-stock-at-walmart-gamestop-black-friday-restock-coming-later-this-week/1100-6475811/,https://gamespot1.cbsistatic.com/uploads/screen_kubrick/1591/15918215/3735420-ps5thumb3%281%29.jpg,2020-11-26T01:23:00Z,"If you're a PlayStation fan trying to buy a PS5, you know that in the time since launch day, the PS5 retail situation has been endlessly hectic and frustrating, with the system consistently selling o",GameSpot,technology
378,Mike Wehner,The chances that the Utah monolith was created by aliens just plummeted - BGR,"The origins of the strange metal monolith that appeared in Utah’s Red Rock Country has been traced to around 2016.  The object appeared between late 2015 and late 2016, based on Google Earth scans of the area. The location is apparently fairly popular for sho…",https://bgr.com/2020/11/25/utah-monolith-tv-movie-prop/,https://bgr.com/wp-content/uploads/2020/11/bgrpic-copy-17.jpg?quality=70&strip=all,2020-11-26T01:13:00Z,"<ul><li>The origins of the strange metal monolith that appeared in Utah’s Red Rock Country has been traced to around 2016. </li><li>The object appeared between late 2015 and late 2016, based on Googl",BGR,technology
380,Jay Peters,Assassin’s Creed Valhalla can run at 60fps on PS5 and Xbox Series X and S with new update - The Verge,Assassin’s Creed Valhalla is getting an update on Thursday that can let the game run at 60fps on the PlayStation 5 and Xbox Series X and Xbox Series S thanks to a new performance mode. The 1.0.4 title update will add a number of other improvements to the game…,https://www.theverge.com/2020/11/25/21720887/assassins-creed-valhalla-60-fps-next-gen-consoles-playstation-5-ps5-xbox-series-x-s,https://cdn.vox-cdn.com/thumbor/N1_AfNdhmcMQaPbjOTeEKewoJzc=/0x19:960x522/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/22122977/PK_Ultimate_Edition_WIDE_960x540.jpg,2020-11-26T00:18:21Z,The update is set to release on Thursday,The Verge,technology
381,Daniel Varghese,The Nintendo Switch Black Friday Deal Is Actually Happening - GQ,"This Nintendo Switch Black Friday sale is available now, but we don't expect it to stay in stock for very long. Act fast!",https://www.gq.com/story/nintendo-switch-before-it-sells-out,"https://media.gq.com/photos/5fbe5fd5fff3e5e56de13fd9/16:9/w_1280,c_limit/112520_nintendo.jpg",2020-11-26T00:06:23Z,"The Nintendo Switch was the breakout tech item of quarantine, and apparently, based on how quickly some of the first Nintendo Switch Black Friday deals have been going, it's going to prove to be the ",GQ Magazine,technology
382,Jacob Krol,"Walmart Restocks PlayStation 5, Xbox Series S, Series X - CNN","Make no mistake, the next-generation consoles from PlayStation and Xbox have arrived ... it's just been very difficult to find them. But tonight, at 9PM EST/6PM PST, you'll have another shot courtesy of Walmart.",https://www.cnn.com/2020/11/25/cnn-underscored/walmart-restock-playstation-5-xbox-series-x-s/index.html,https://cdn.cnn.com/cnnnext/dam/assets/201125190214-ps5-xbox-walmart-restock-lead-super-169.jpg,2020-11-26T00:03:00Z,"Make no mistake, the next-generation consoles from PlayStation and Xbox have arrived its just been very difficult to find them. But tonight, at 9PM EST/6PM PST, youll have another shot courtesy of Wa",CNN,technology
383,Mitchel Broussard,Apple Black Friday 2020: Best Apple Watch Deals Including Series 3 From $119 - MacRumors,"Black Friday sales have begun on a variety of products, including the Apple Watch. There are quite a few deals across the Apple Watch lineup this...",https://www.macrumors.com/2020/11/25/best-black-friday-deals-apple-watch/,https://images.macrumors.com/t/pVxAy5th-jI00KYnbssVmlqwDLw=/2528x/https://images.macrumors.com/article-new/2020/11/Apple-Watc-black-friday-20-sale-feature.jpg,2020-11-26T00:01:00Z,"Black Friday sales have begun on a variety of products, including the Apple Watch. There are quite a few deals across the Apple Watch lineup this year, including one of the lowest price we've ever se",MacRumors,technology
385,By Lauren Fruen For Dailymail.com,Carl Lentz is pictured throwing out the trash at his new $16k-a-month Manhattan Beach home - Daily Mail,"Lentz, left, was seen on his driveway after taking out the recycling on Tuesday, right. Pictures show how the family look to have purchased some essential items for their new California home.",https://www.dailymail.co.uk/news/article-8988051/Carl-Lentz-pictured-throwing-trash-new-16k-month-Manhattan-Beach-home.html,https://i.dailymail.co.uk/1s/2020/11/25/23/36117756-0-image-a-4_1606346871341.jpg,2020-11-25T23:50:00Z,"Disgraced Hillsong pastor Carl Lentz was on Tuesday pictured bringing out huge piles of trash from his new $16,000-a-month Manhattan Beach home. 
The cleric, 42, who was fired as the head of the cel",Daily Mail,technology
386,Charlie Osborne,"Black Friday tablet deals: iPad Pro, Galaxy Tab S7, and more - ZDNet",The very best Black Friday 2020 tablet deals.,https://www.zdnet.com/article/tablet-black-friday-deals-2020-sales-ipad-pro-ad/,https://zdnet3.cbsistatic.com/hub/i/r/2020/11/23/af004493-c35b-460a-b6e7-a2dbe575be09/thumbnail/770x578/0e782f926c6e46721e22fe997faa90f8/istock-524942947.jpg,2020-11-25T23:46:00Z,"Black Friday 2020 is here, and with it, you can expect a range of tablet deals to appear. 
From Samsung Galaxy tablets to Apple iPads, over the course of the shopping event -- no longer just a one-d",ZDNet,technology
387,Sarah Mitroff,"Black Friday 2020 treadmill, rower, spin bike, activewear and kettlebell deals - CNET",Outfit your own home gym -- or someone else's -- while saving hundreds of dollars on a treadmill and other gear.,https://www.cnet.com/health/black-friday-2020-treadmill-rower-spin-bike-activewear-and-kettlebell-deals/,https://cnet3.cbsistatic.com/img/u5xD0XidkfysveCOQs9YgrwykCg=/1200x630/2020/02/03/81ebe9e2-ba50-4e29-af55-1b8eb4665eb9/hyperice-hypervolt-plus-1.jpg,2020-11-25T23:30:00Z,"This story is part of Holiday Gift Guide 2020, CNET's gift picks with expert advice, reviews and recommendations for the latest tech gifts for you and your family.
 2020 is the year of the home gym.",CNET,technology
388,Mitchel Broussard,Black Friday 2020: AirPods Pro Reach Lowest Price Ever of $169 - MacRumors,"Black Friday has kicked off this week, and one of the first major sales for the AirPods Pro is available right now on Walmart. You can find this deal...",https://www.macrumors.com/2020/11/25/black-friday-2020-airpods-pro-walmart/,https://images.macrumors.com/t/KY714Wg-j8RTicws0i6eDa4BOsw=/1920x/https://images.macrumors.com/article-new/2020/11/AirPods-Pro-black-friday-20-sale-feature-2.jpg,2020-11-25T23:22:00Z,"Black Friday has kicked off this week, and one of the first major sales for the AirPods Pro is available right now on Walmart. You can find this deal below, along with a few other solid discounts on ",MacRumors,technology
389,Taylor Lyles,Black Friday 2020: best deals on PC accessories - The Verge,"When it comes to upgrading or building a PC, Black Friday and Cyber Monday are not bad times of the year to buy those parts. Whether you need a new motherboard or something like a new gaming keyboard, these are the best deals.",https://www.theverge.com/21585507/black-friday-pc-accessories-headset-monitor-deals-cyber-monday,https://cdn.vox-cdn.com/thumbor/6rVMZZY97a0SnEtTYuLGjA3bhMg=/0x146:2040x1214/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/22026722/shollister_201030_42850002.0.jpg,2020-11-25T22:59:50Z,"For the professionals and gamers alike
If you buy something from a Verge link, Vox Media may earn a commission. See our ethics statement.
Samsungs Odyssey G9.
Photo by Sean Hollister / The Verge
",The Verge,technology
390,Ben Lang,"‘Half-Life: Alyx’, ‘Boneworks’ Get Rare Discounts Among Many Others in Steam Autumn Sale - Road to VR","The Steam Autumn Sale is here, running today through December 1st, 2020. With it comes rare discounts on top VR games like Half-Life: Alyx (2020) and Boneworks (2019), and heaps more popular VR titles, just in time for Black Friday and Cyber Monday. If you’re…",https://www.roadtovr.com/steam-black-friday-sale-half-life-alyx-discount-boneworks/,https://roadtovrlive-5ea0.kxcdn.com/wp-content/uploads/2020/11/steam-autumn-sale-black-friday-1.jpg,2020-11-25T22:56:33Z,"The Steam Autumn Sale is here, running today through December 1st, 2020. With it comes rare discounts on top VR games like Half-Life: Alyx (2020) and Boneworks (2019), and heaps more popular VR title",Road to VR,technology
391,Daniel Varghese,"24 Black Friday Tech Deals: Killer Sales on TVs, Noise-Cancelling Headphones, and More - GQ Magazine",The best Black Friday tech deals include several new pairs of headphones and the mesh networking system that will end your Wi-Fi troubles.,https://www.gq.com/gallery/cyber-monday-tech-deals-2020,"https://media.gq.com/photos/5fbd83805d60d92ada9e4ae3/16:9/w_1600,c_limit/bf-tech.jpg",2020-11-25T22:12:02Z,"It's not even Thursday yet, but the Black Friday tech deals have already arrived. We've known about some of the biggest tech sales for the past few weeks, but the others (looking at you, Amazon) are ",GQ Magazine,technology
392,Emily Ramirez,"Black Friday 2020: The best laptop deals on Apple, Dell, HP, and more - USA TODAY","Here's the best live laptop deals from Amazon, Best Buy, B&H Photo Video, Walmart, Target, Apple, HP, Dell, and more.",https://www.usatoday.com/story/tech/reviewedcom/2020/11/25/black-friday-2020-best-laptop-deals-apple-dell-hp-and-more/6368911002/,"https://www.gannett-cdn.com/presto/2020/11/19/USAT/53325cea-57ce-4462-85f9-fe260b7bc366-laptop.jpg?crop=1991,1120,x0,y0&width=1600&height=800&fit=bounds",2020-11-25T22:12:00Z,"Black Friday 2020: Laptop deals
 (Photo: Samsung)
Recommendations are independently chosen by Revieweds editors. Purchases you make through our links may earn us a commission.
If you've been eyein",USA Today,technology
